param_0,param_1,param_2,param_3,param_4,param_5,TE0,TE1,TE2
2.599e-07,1.314e-06,9.132e-07,2.107e-07,7.041e-07,2.614e-07,0.2378,0.3968,0.1851
2.979e-07,1.434e-07,5.384e-07,3.553e-07,5.858e-07,4.839e-07,0.4367,0.4611,0.0881
7.825e-07,6.469e-07,9.109e-07,5.633e-07,5.85e-07,8.509e-07,0.6659,0.0836,0.2309
2.7e-07,5.596e-07,9.785e-07,4.303e-07,5.185e-07,6.992e-07,0.5996,0.1533,0.1648
4.458e-07,7.259e-07,5.465e-07,1.932e-07,5.628e-07,8.903e-07,0.6647,0.2393,0.0845
4.554e-07,5.406e-07,9.279e-07,4.014e-07,4.87e-07,8.324e-07,0.7746,0.0004,0.2069
1.1939e-06,1.4123e-06,9.729e-07,2.605e-07,3.695e-07,4.218e-07,0.0546,0.2211,0.6491
1.0435e-06,1.0022e-06,7.298e-07,1.122e-07,9.32e-07,9.685e-07,0.1606,0.1686,0.0718
1.1731e-06,1.3342e-06,1.0031e-06,9.828e-07,1.3926e-06,8.496e-07,0.3264,0.0735,0.4767
1.0512e-06,1.4144e-06,9.722e-07,4.428e-07,3.641e-07,1.257e-07,0.0675,0.6784,0.1927
5.34e-07,7.282e-07,5.501e-07,2.201e-07,5.234e-07,4.603e-07,0.9319,0.0512,0.0155
5.419e-07,1.543e-07,5.419e-07,4.659e-07,5.998e-07,5.07e-07,0.3663,0.4256,0.1399
4.43e-07,1.1414e-06,9.366e-07,3.059e-07,6.06e-07,5.011e-07,0.484,0.3812,0.1213
2.849e-07,1.3123e-06,9.406e-07,5.56e-07,6.479e-07,5.76e-07,0.3959,0.2661,0.2693
1.2759e-06,1.481e-07,4.998e-07,3.558e-07,5.952e-07,4.86e-07,0.0939,0.0119,0.2917
1.779e-07,1.1357e-06,8.174e-07,3.746e-07,5.622e-07,9.812e-07,0.3608,0.1265,0.3367
5.34e-07,7.282e-07,8.075e-07,2.928e-07,5.551e-07,4.603e-07,0.9677,0.0277,0.0003
1.2859e-06,1.4237e-06,9.814e-07,4.217e-07,5.235e-07,4.602e-07,0.1192,0.1021,0.7215
1.0507e-06,6.407e-07,5.284e-07,5.633e-07,6.004e-07,8.11e-07,0.6354,0.0247,0.3097
5.126e-07,7.305e-07,9.025e-07,3.399e-07,2.833e-07,4.388e-07,0.6554,0.2145,0.1134
4.634e-07,1.4123e-06,9.731e-07,6.889e-07,4.531e-07,8.289e-07,0.4165,0.1023,0.2111
1.0512e-06,1.1495e-06,9.36e-07,3.026e-07,6.726e-07,4.581e-07,0.0733,0.8434,0.0718
4.525e-07,1.3285e-06,9.366e-07,5.454e-07,5.846e-07,4.889e-07,0.4152,0.2696,0.2886
1.0879e-06,1.4462e-06,4.967e-07,3.559e-07,6e-07,5.042e-07,0.1818,0.017,0.0206
1.1068e-06,1.1381e-06,9.36e-07,5.562e-07,6.537e-07,5.831e-07,0.2569,0.5932,0.1348
3.347e-07,5.643e-07,4.935e-07,7.98e-07,5.953e-07,5.711e-07,0.6421,0.158,0.1462
4.598e-07,1.2244e-06,3.701e-07,4.014e-07,4.87e-07,8.056e-07,0.4769,0.0581,0.0257
1.2936e-06,1.4237e-06,8.078e-07,3.614e-07,5.235e-07,4.597e-07,0.1507,0.0522,0.4288
1.619e-07,9.136e-07,9.188e-07,3.746e-07,5.986e-07,9.812e-07,0.3991,0.1891,0.3791
1.0824e-06,1.3336e-06,8.364e-07,4.875e-07,6.038e-07,5.248e-07,0.2002,0.3307,0.3607
1.1944e-06,1.4123e-06,9.558e-07,3.975e-07,3.695e-07,3.808e-07,0.0903,0.2384,0.6348
5.341e-07,1.3557e-06,1.12e-06,4.05e-07,5.148e-07,4.101e-07,0.2912,0.1098,0.4983
1.3107e-06,1.3132e-06,9.728e-07,6.135e-07,3.695e-07,4.803e-07,0.1098,0.2624,0.5162
1.1944e-06,1.2903e-06,9.368e-07,6.204e-07,5.044e-07,4.581e-07,0.1482,0.4793,0.3211
2.979e-07,5.592e-07,7.958e-07,3.509e-07,5.855e-07,5.691e-07,0.8889,0.0882,0.022
3.688e-07,1.1185e-06,8.001e-07,4.186e-07,5.844e-07,5.733e-07,0.5346,0.3275,0.1258
1.0693e-06,1.2959e-06,9.814e-07,5.423e-07,6.677e-07,8.835e-07,0.2357,0.2486,0.4546
1.3117e-06,7.704e-07,8.958e-07,6.034e-07,5.179e-07,3.864e-07,0.3672,0.1425,0.2323
4.475e-07,7.146e-07,8.075e-07,1.048e-07,5.608e-07,4.603e-07,0.913,0.0377,0.0173
5.342e-07,8.153e-07,4.17e-07,2.42e-07,6.183e-07,8.903e-07,0.425,0.2698,0.1588
4.206e-07,1.3491e-06,9.27e-07,4.617e-07,4.87e-07,8.46e-07,0.4383,0.1217,0.312
1.01e-07,1.3028e-06,9.36e-07,2.214e-07,7.337e-07,2.741e-07,0.1967,0.2115,0.3863
1.2084e-06,5.406e-07,9.37e-07,4.014e-07,4.87e-07,4.369e-07,0.4276,0.0541,0.0169
1.0308e-06,1.4247e-06,9.36e-07,4.428e-07,4.991e-07,4.581e-07,0.1241,0.2253,0.5763
1.0301e-06,1.3269e-06,9.362e-07,2.107e-07,7.082e-07,6.897e-07,0.0579,0.2435,0.4881
4.009e-07,1.3412e-06,9.241e-07,2.991e-07,5.137e-07,8.186e-07,0.4457,0.1092,0.3174
1.0599e-06,1.1249e-06,9.791e-07,3.03e-07,6.677e-07,4.597e-07,0.0741,0.8428,0.0589
5.459e-07,7.282e-07,8.146e-07,4.815e-07,6.023e-07,5.232e-07,0.8869,0.0937,0.0191
1.1731e-06,1.3342e-06,1.0025e-06,9.73e-07,6.243e-07,8.409e-07,0.3321,0.2436,0.2909
1.487e-06,1.314e-06,1.0522e-06,2.107e-07,3.779e-07,2.806e-07,0.1091,0.5431,0.0863
1.0762e-06,1.3557e-06,9.362e-07,1.144e-07,5.095e-07,4.128e-07,0.001,0.6532,0.2927
5.34e-07,7.282e-07,8.438e-07,3.779e-07,5.551e-07,4.603e-07,0.8895,0.0939,0.0154
3.316e-07,1.1414e-06,8.568e-07,3.059e-07,6.06e-07,5.011e-07,0.4449,0.3977,0.1322
1.3137e-06,1.3557e-06,9.362e-07,4.324e-07,7.082e-07,2.813e-07,0.167,0.6387,0.1317
1.3106e-06,1.4123e-06,9.731e-07,6.204e-07,3.695e-07,4.685e-07,0.1253,0.1231,0.6569
4.554e-07,5.407e-07,9.279e-07,2.232e-07,4.803e-07,8.509e-07,0.7326,0.058,0.1871
1.048e-06,9.099e-07,9.727e-07,2.352e-07,6.076e-07,6.153e-07,0.2592,0.5335,0.0111
5.353e-07,7.644e-07,9.37e-07,2.951e-07,4.436e-07,4.595e-07,0.838,0.1088,0.0486
1.221e-06,1.1038e-06,9.367e-07,4.205e-07,5.036e-07,4.596e-07,0.0762,0.7875,0.0737
7.229e-07,7.228e-07,9.298e-07,5.633e-07,3.849e-07,6.002e-07,0.6295,0.058,0.2531
4.44e-07,1.1339e-06,9.27e-07,4.014e-07,5.642e-07,8.509e-07,0.5576,0.1255,0.2995
2.967e-07,1.481e-07,4.874e-07,3.54e-07,4.214e-07,5.042e-07,0.8864,0.1076,0.0051
1.0789e-06,1.1405e-06,9.362e-07,2.107e-07,7.041e-07,4.149e-07,0.0367,0.9114,0.0095
8.971e-07,9.136e-07,6.035e-07,3.746e-07,5.135e-07,9.812e-07,0.4472,0.166,0.0973
4.748e-07,1.1038e-06,9.281e-07,4.205e-07,4.769e-07,8.742e-07,0.5013,0.1259,0.3381
1.4879e-06,1.2914e-06,9.814e-07,4.227e-07,6.04e-07,4.597e-07,0.1275,0.238,0.561
3.347e-07,2.903e-07,4.935e-07,3.553e-07,5.969e-07,4.86e-07,0.7012,0.2668,0.0299
7.988e-07,6.801e-07,5.284e-07,5.633e-07,4.546e-07,8.056e-07,0.5621,0.347,0.0812
5.324e-07,5.552e-07,1.1238e-06,4.05e-07,5.017e-07,4.101e-07,0.6583,0.1561,0.1447
1.1924e-06,1.3512e-06,9.104e-07,2.133e-07,2.973e-07,4.595e-07,0.0327,0.2717,0.602
1.0705e-06,1.3336e-06,5.147e-07,2.261e-07,5.17e-07,4.619e-07,0.0681,0.0287,0.1707
1.1068e-06,1.1604e-06,9.366e-07,5.66e-07,1.4051e-06,5.918e-07,0.3073,0.4407,0.1838
2.121e-07,1.4123e-06,9.143e-07,3.979e-07,4.948e-07,4.186e-07,0.1884,0.1305,0.5301
2.773e-07,5.592e-07,5.384e-07,3.076e-07,5.859e-07,7.319e-07,0.9446,0.0466,0.0084
1.0556e-06,1.3557e-06,9.903e-07,1.144e-07,3.419e-07,4.101e-07,0.0015,0.6577,0.3147
8.584e-07,1.4237e-06,9.814e-07,2.01e-07,5.235e-07,4.232e-07,0.0931,0.2909,0.5311
2.599e-07,1.314e-06,1.1284e-06,2.107e-07,7.041e-07,2.614e-07,0.1968,0.0453,0.5277
1.1945e-06,1.3132e-06,9.728e-07,6.135e-07,3.695e-07,5.446e-07,0.109,0.2781,0.5079
1.1731e-06,1.3342e-06,1.1239e-06,1.0591e-06,1.413e-06,8.496e-07,0.2581,0.1181,0.4236
1.0824e-06,1.4647e-06,8.368e-07,4.83e-07,6.731e-07,3.338e-07,0.1855,0.403,0.2264
1.191e-06,1.315e-06,8.075e-07,2.111e-07,5.551e-07,4.603e-07,0.063,0.2766,0.4455
1.0599e-06,1.1449e-06,9.819e-07,3.029e-07,6.409e-07,4.603e-07,0.0626,0.8332,0.0836
2.881e-07,1.2918e-06,5.361e-07,5.562e-07,5.847e-07,5.734e-07,0.6255,0.1773,0.0768
1.779e-07,9.136e-07,9.515e-07,3.746e-07,4.85e-07,9.812e-07,0.2589,0.2134,0.4457
2.861e-07,5.592e-07,5.701e-07,3.555e-07,5.859e-07,5.691e-07,0.99,0.0049,0.0053
4.554e-07,5.406e-07,9.303e-07,4.014e-07,4.87e-07,8.509e-07,0.7608,0.0001,0.2202
3.347e-07,1.157e-06,4.935e-07,2.855e-07,5.953e-07,5.711e-07,0.6484,0.051,0.0661
1.046e-06,1.3557e-06,9.362e-07,2.107e-07,7.316e-07,4.101e-07,0.0252,0.575,0.3261
1.0558e-06,5.522e-07,9.814e-07,8.154e-07,6.677e-07,4.597e-07,0.6144,0.0819,0.0483
9.949e-07,1.3512e-06,9.277e-07,2.063e-07,4.436e-07,4.595e-07,0.025,0.4326,0.4535
4.656e-07,1.3028e-06,9.357e-07,4.004e-07,5.154e-07,2.741e-07,0.2497,0.3379,0.3258
4.112e-07,1.541e-07,4.844e-07,2.678e-07,5.698e-07,4.86e-07,0.3644,0.5493,0.0641
6.789e-07,7.439e-07,4.935e-07,3.543e-07,5.969e-07,6.689e-07,0.5745,0.2941,0.1124
1.1944e-06,1.4123e-06,9.559e-07,3.743e-07,3.695e-07,3.813e-07,0.0865,0.2407,0.6314
1.0512e-06,1.2924e-06,9.242e-07,4.428e-07,4.991e-07,4.581e-07,0.1037,0.4788,0.4052
1.0441e-06,5.593e-07,9.359e-07,2.068e-07,7.114e-07,4.03e-07,0.2418,0.0368,0.0137
1.0556e-06,1.3578e-06,9.362e-07,1.1e-07,5.229e-07,4.59e-07,0.0036,0.5524,0.3688
2.7e-07,6.042e-07,9.519e-07,4.303e-07,5.185e-07,6.992e-07,0.5822,0.1841,0.164
1.0824e-06,1.3336e-06,8.364e-07,5.016e-07,6.038e-07,5.248e-07,0.2084,0.339,0.3531
7.229e-07,7.275e-07,9.298e-07,5.633e-07,3.032e-07,6.002e-07,0.5931,0.0862,0.2716
5.131e-07,1.1414e-06,9.37e-07,3.059e-07,4.418e-07,5.011e-07,0.4152,0.3656,0.211
1.793e-07,5.592e-07,5.384e-07,3.541e-07,5.62e-07,5.691e-07,0.9458,0.0423,0.011
7.966e-07,6.801e-07,5.284e-07,5.633e-07,4.552e-07,8.04e-07,0.5643,0.347,0.0793
4.554e-07,5.407e-07,9.279e-07,2.994e-07,5.018e-07,8.509e-07,0.7472,0.0312,0.203
1.0064e-06,1.3028e-06,9.36e-07,2.264e-07,5.093e-07,2.741e-07,0.0017,0.9145,0.0602
1.0309e-06,1.3336e-06,9.406e-07,4.875e-07,6.038e-07,5.77e-07,0.18,0.3346,0.4363
1.0115e-06,1.4231e-06,9.559e-07,3.741e-07,3.695e-07,7.893e-07,0.0786,0.1121,0.4282
3.347e-07,5.643e-07,4.879e-07,7.98e-07,5.819e-07,5.711e-07,0.6412,0.1374,0.1578
1.1898e-06,1.1399e-06,9.362e-07,2.107e-07,5.648e-07,2.688e-07,0.0461,0.7501,0.1114
1.2946e-06,1.4237e-06,9.813e-07,2.187e-07,5.235e-07,4.085e-07,0.0886,0.1903,0.626
4.769e-07,7.328e-07,9.309e-07,4.027e-07,8.184e-07,8.509e-07,0.8529,0.008,0.1259
1.0202e-06,5.406e-07,9.306e-07,2.605e-07,4.846e-07,8.509e-07,0.235,0.2557,0.3123
1.0817e-06,1.1399e-06,9.362e-07,2.107e-07,8.005e-07,2.711e-07,0.1073,0.7272,0.0954
1.1175e-06,1.4129e-06,9.819e-07,3.967e-07,3.948e-07,4.186e-07,0.0719,0.209,0.6739
3.334e-07,2.746e-07,8.075e-07,2.938e-07,5.551e-07,4.603e-07,0.4842,0.1915,0.2126
1.1447e-06,1.4123e-06,9.558e-07,3.974e-07,3.695e-07,1.118e-07,0.1099,0.7489,0.0972
3.347e-07,5.643e-07,4.935e-07,7.782e-07,5.953e-07,5.711e-07,0.6695,0.1566,0.1313
3.327e-07,1.1403e-06,5.388e-07,3.58e-07,5.786e-07,5.686e-07,0.6514,0.1131,0.0698
1.2946e-06,1.4216e-06,9.814e-07,4.305e-07,5.101e-07,4.108e-07,0.1292,0.1462,0.6897
1.779e-07,9.136e-07,9.497e-07,3.746e-07,5.622e-07,1.0597e-06,0.3408,0.1722,0.4249
1.0986e-06,1.3421e-06,9.362e-07,2.107e-07,7.082e-07,2.813e-07,0.0294,0.8761,0.0558
5.408e-07,1.61e-07,5.419e-07,4.659e-07,4.827e-07,5.07e-07,0.4396,0.4693,0.0559
4.425e-07,7.305e-07,9.021e-07,3.399e-07,6.051e-07,4.388e-07,0.7975,0.1532,0.0372
2.964e-07,9.136e-07,9.497e-07,3.746e-07,5.862e-07,1.0725e-06,0.519,0.0953,0.3425
4.554e-07,5.407e-07,9.279e-07,2.232e-07,4.797e-07,8.525e-07,0.731,0.0578,0.1886
5.341e-07,1.3557e-06,1.1104e-06,4.05e-07,5.148e-07,4.21e-07,0.2986,0.1195,0.4935
2.7e-07,5.596e-07,9.785e-07,4.301e-07,5.174e-07,6.992e-07,0.5987,0.1533,0.1654
1.0556e-06,1.3557e-06,9.362e-07,1.216e-07,5.132e-07,4.101e-07,0.0008,0.6526,0.2909
1.0816e-06,1.3557e-06,8.32e-07,2.107e-07,7.082e-07,2.813e-07,0.0233,0.7684,0.0749
1.2164e-06,6.332e-07,5.284e-07,3.074e-07,5.85e-07,1.924e-07,0.3741,0.0055,0.0497
1.1731e-06,1.3342e-06,1.0087e-06,9.828e-07,1.5163e-06,8.496e-07,0.3068,0.0723,0.4641
1.0859e-06,1.4123e-06,9.728e-07,3.979e-07,3.695e-07,4.209e-07,0.0681,0.212,0.6704
1.0573e-06,1.3557e-06,9.364e-07,4.147e-07,7.041e-07,4.613e-07,0.1316,0.3843,0.4219
5.34e-07,5.36e-07,9.572e-07,2.915e-07,5.472e-07,4.603e-07,0.8019,0.1219,0.0094
5.34e-07,1.3575e-06,1.0497e-06,2.971e-07,7.621e-07,4.603e-07,0.3779,0.2224,0.31
9.747e-07,1.1405e-06,9.362e-07,2.131e-07,7.041e-07,6.888e-07,0.2157,0.4772,0.2961
5.126e-07,7.305e-07,9.025e-07,3.322e-07,4.409e-07,5.04e-07,0.8428,0.0978,0.0531
1.0301e-06,7.264e-07,8.089e-07,2.064e-07,5.586e-07,2.712e-07,0.4582,0.0463,0.0542
2.7e-07,6.64e-07,9.785e-07,4.279e-07,5.185e-07,4.253e-07,0.348,0.2685,0.2892
5.408e-07,1.61e-07,5.419e-07,4.736e-07,8.287e-07,4.418e-07,0.326,0.0481,0.2799
1.2469e-06,1.3697e-06,9.51e-07,3.741e-07,3.695e-07,1.758e-07,0.1322,0.7503,0.0781
1.0556e-06,1.3577e-06,9.8e-07,1.079e-07,5.095e-07,4.13e-07,0.0011,0.6771,0.2889
4.554e-07,2.583e-07,1.1225e-06,2.411e-07,4.808e-07,4.42e-07,0.3232,0.1271,0.1127
1.0585e-06,1.3507e-06,9.814e-07,2.133e-07,6.885e-07,4.595e-07,0.0228,0.4911,0.4356
1.1893e-06,1.1425e-06,9.362e-07,2.08e-07,1.4244e-06,4.104e-07,0.0123,0.8153,0.0249
5.408e-07,1.61e-07,9.789e-07,4.659e-07,4.827e-07,5.07e-07,0.4247,0.1731,0.1194
1.298e-06,7.112e-07,8.075e-07,3.399e-07,4.409e-07,4.388e-07,0.307,0.1464,0.097
3.594e-07,7.186e-07,9.331e-07,2.973e-07,5.049e-07,8.509e-07,0.7744,0.0325,0.1709
5.341e-07,1.3557e-06,1.12e-06,4.05e-07,5.148e-07,4.067e-07,0.2892,0.1087,0.5006
1.2247e-06,1.1038e-06,1.0076e-06,3.573e-07,5.246e-07,5.052e-07,0.0653,0.7248,0.1044
1.1953e-06,1.3512e-06,1.0308e-06,2.212e-07,4.436e-07,4.595e-07,0.0275,0.388,0.567
1.3358e-06,1.1414e-06,9.37e-07,3.059e-07,7.105e-07,4.003e-07,0.0438,0.7921,0.0288
5.34e-07,7.282e-07,5.519e-07,1.185e-07,5.234e-07,4.115e-07,0.9044,0.0558,0.0342
1.822e-07,1.353e-06,9.37e-07,3.09e-07,4.436e-07,4.665e-07,0.1605,0.1054,0.537
1.1068e-06,1.1381e-06,9.36e-07,5.461e-07,5.123e-07,2.703e-07,0.0507,0.6198,0.3
5.322e-07,5.406e-07,9.303e-07,4.014e-07,4.866e-07,8.509e-07,0.7195,0.0182,0.2399
3.418e-07,5.643e-07,5.074e-07,7.98e-07,5.953e-07,5.711e-07,0.6342,0.1777,0.142
5.34e-07,1.3575e-06,9.38e-07,2.971e-07,7.621e-07,4.603e-07,0.4263,0.2628,0.185
3.347e-07,3.57e-07,2.946e-07,3.553e-07,5.969e-07,4.859e-07,0.9296,0.0641,0.0063
1.222e-06,1.3559e-06,1.0031e-06,1.998e-07,1.4309e-06,8.496e-07,0.0201,0.0806,0.5078
1.198e-06,1.4086e-06,9.639e-07,2.102e-07,6.265e-07,5.042e-07,0.0498,0.161,0.6154
1.1449e-06,5.579e-07,5.384e-07,3.541e-07,5.919e-07,5.691e-07,0.2865,0.1106,0.1575
6.111e-07,1.3557e-06,9.279e-07,4.05e-07,5.148e-07,6.049e-07,0.4205,0.2003,0.304
1.1882e-06,1.44e-06,9.359e-07,2.133e-07,7.225e-07,4.595e-07,0.0733,0.1578,0.5214
5.301e-07,1.61e-07,5.419e-07,4.196e-07,6.821e-07,5.07e-07,0.3467,0.274,0.2451
1.431e-07,5.469e-07,3.896e-07,3.541e-07,5.859e-07,5.691e-07,0.8753,0.0724,0.0446
1.0599e-06,1.1429e-06,9.381e-07,3.113e-07,6.409e-07,4.284e-07,0.0578,0.8798,0.0495
3.347e-07,5.447e-07,4.935e-07,1.938e-07,5.967e-07,8.949e-07,0.6562,0.2152,0.1139
1.2032e-06,1.2964e-06,9.105e-07,5.423e-07,2.765e-07,8.835e-07,0.0901,0.1355,0.4574
1.1736e-06,1.3315e-06,1.0031e-06,9.857e-07,5.33e-07,8.496e-07,0.2657,0.2096,0.3395
1.1968e-06,1.4104e-06,3.655e-07,5.562e-07,6e-07,5.042e-07,0.3103,0.0286,0.0283
5.092e-07,1.4402e-06,9.814e-07,4.227e-07,5.235e-07,4.597e-07,0.3588,0.1897,0.4177
6.27e-07,1.1435e-06,8.014e-07,3.969e-07,4.88e-07,4.603e-07,0.4633,0.4349,0.087
5.408e-07,1.61e-07,5.419e-07,4.659e-07,5.998e-07,5.103e-07,0.3873,0.4143,0.1357
2.761e-07,1.005e-07,6.423e-07,4.186e-07,6e-07,4.587e-07,0.2947,0.404,0.2455
1.0275e-06,1.3028e-06,9.36e-07,2.136e-07,5.13e-07,2.741e-07,0.0049,0.9238,0.049
4.291e-07,1.3557e-06,9.362e-07,4.324e-07,4.395e-07,2.813e-07,0.2166,0.1969,0.5124
1.0556e-06,1.3557e-06,9.344e-07,2.16e-07,5.095e-07,4.588e-07,0.0229,0.4212,0.4705
1.1896e-06,1.1238e-06,1.0322e-06,3.786e-07,5.622e-07,9.742e-07,0.1004,0.3473,0.4388
1.0304e-06,1.3028e-06,9.36e-07,2.93e-07,6.911e-07,5.869e-07,0.085,0.3496,0.4624
4.571e-07,7.282e-07,8.075e-07,2.928e-07,5.664e-07,4.603e-07,0.9191,0.0683,0.0067
1.1895e-06,1.4123e-06,9.421e-07,3.741e-07,3.695e-07,1.758e-07,0.1283,0.7146,0.1107
1.221e-06,1.0371e-06,9.392e-07,4.205e-07,5.036e-07,4.597e-07,0.0921,0.7849,0.0399
9.135e-07,1.3339e-06,9.362e-07,9.942e-07,6.699e-07,2.813e-07,0.2079,0.4748,0.0283
1.0974e-06,1.3219e-06,9.37e-07,5.567e-07,6.007e-07,2.813e-07,0.0863,0.6677,0.1954
1.556e-07,1.1475e-06,9.366e-07,5.66e-07,1.3752e-06,3.472e-07,0.1506,0.1622,0.0867
7.229e-07,7.228e-07,1.0994e-06,5.633e-07,3.849e-07,4.054e-07,0.5346,0.1094,0.183
1.3178e-06,1.3512e-06,9.108e-07,4.324e-07,2.83e-07,2.813e-07,0.1177,0.569,0.2794
1.2946e-06,1.5254e-06,9.814e-07,4.689e-07,5.235e-07,4.597e-07,0.1438,0.0336,0.6588
1.0691e-06,1.2861e-06,9.476e-07,3.029e-07,6.73e-07,4.603e-07,0.0552,0.5807,0.3382
7.233e-07,7.396e-07,1.0994e-06,5.633e-07,1.258e-07,4.857e-07,0.3685,0.275,0.2013
1.0556e-06,1.3535e-06,9.362e-07,1.086e-07,5.554e-07,4.59e-07,0.004,0.5699,0.356
2.849e-07,1.3123e-06,9.11e-07,5.562e-07,6.537e-07,5.757e-07,0.4072,0.2858,0.2612
6.905e-07,7.275e-07,9.303e-07,5.662e-07,3.037e-07,6.002e-07,0.5883,0.0965,0.2676
4.291e-07,1.3557e-06,9.499e-07,3.705e-07,4.395e-07,2.813e-07,0.2223,0.2105,0.4998
1.1967e-06,1.3512e-06,9.549e-07,2.133e-07,4.53e-07,4.594e-07,0.0372,0.3377,0.5742
5.337e-07,5.592e-07,4.409e-07,3.536e-07,5.859e-07,6.899e-07,0.621,0.3198,0.0564
3.594e-07,7.177e-07,9.331e-07,3.026e-07,5.049e-07,8.509e-07,0.7708,0.034,0.1722
1.4829e-06,1.1486e-06,9.367e-07,4.205e-07,5.036e-07,4.596e-07,0.1022,0.5142,0.2189
4.173e-07,1.3239e-06,9.27e-07,3.345e-07,4.179e-07,8.509e-07,0.3587,0.1037,0.37
1.3006e-06,1.1381e-06,9.785e-07,5.461e-07,5.125e-07,2.703e-07,0.0121,0.5839,0.3716
1.1924e-06,1.2663e-06,8.493e-07,2.134e-07,4.436e-07,4.595e-07,0.0381,0.4345,0.4547
1.1968e-06,1.4741e-06,9.544e-07,5.562e-07,1.0087e-06,5.042e-07,0.2485,0.197,0.3525
2.979e-07,1.1847e-06,5.384e-07,4.033e-07,5.848e-07,5.691e-07,0.6292,0.1298,0.0642
3.721e-07,1.3489e-06,9.259e-07,7.98e-07,5.053e-07,5.711e-07,0.3084,0.1565,0.1441
4.554e-07,5.406e-07,9.303e-07,4.014e-07,3.606e-07,8.509e-07,0.7057,0.0218,0.2416
4.098e-07,5.317e-07,9.331e-07,2.91e-07,5.236e-07,8.492e-07,0.7672,0.0235,0.1917
1.779e-07,1.1201e-06,9.576e-07,4.588e-07,5.625e-07,9.812e-07,0.2759,0.1397,0.3621
1.061e-06,1.2746e-06,8.075e-07,3.026e-07,5.55e-07,4.603e-07,0.0735,0.4817,0.3264
1.3355e-06,1.1381e-06,9.36e-07,5.562e-07,5.356e-07,5.831e-07,0.1725,0.4358,0.3089
1.2867e-06,1.1449e-06,9.81e-07,3.029e-07,6.349e-07,4.753e-07,0.0548,0.7015,0.1254
1.0275e-06,1.3028e-06,9.36e-07,1.099e-07,5.224e-07,2.741e-07,0.0538,0.9074,0.0176
1.2879e-06,1.2959e-06,9.814e-07,5.423e-07,7.09e-07,8.835e-07,0.2111,0.2195,0.4332
7.229e-07,5.076e-07,9.298e-07,5.633e-07,3.032e-07,6.002e-07,0.8568,0.0613,0.0495
3.342e-07,2.735e-07,4.935e-07,3.553e-07,6.575e-07,2.418e-07,0.1912,0.5825,0.1339
5.34e-07,7.326e-07,8.075e-07,2.952e-07,5.226e-07,4.603e-07,0.9593,0.0372,0.0012
1.0275e-06,1.3028e-06,9.38e-07,3.373e-07,5.13e-07,2.718e-07,0.0158,0.8359,0.123
4.554e-07,5.406e-07,9.298e-07,3.985e-07,4.865e-07,8.509e-07,0.7614,0.0002,0.2198
1.779e-07,9.136e-07,9.36e-07,4.365e-07,5.622e-07,9.812e-07,0.3013,0.2045,0.4199
1.1925e-06,1.4104e-06,9.099e-07,5.562e-07,2.975e-07,5.044e-07,0.1069,0.1386,0.6129
3.046e-07,1.3575e-06,1.0533e-06,2.976e-07,7.621e-07,4.603e-07,0.3529,0.1724,0.4138
3.347e-07,5.651e-07,4.935e-07,7.952e-07,6.867e-07,6.888e-07,0.7448,0.1314,0.0719
5.126e-07,8.099e-07,8.075e-07,3.399e-07,4.409e-07,4.388e-07,0.7665,0.2067,0.0258
1.124e-06,1.1319e-06,9.37e-07,5.567e-07,6.007e-07,2.813e-07,0.061,0.654,0.2559
1.2946e-06,1.5254e-06,1.0508e-06,4.689e-07,5.235e-07,4.597e-07,0.1326,0.0177,0.7074
1.2932e-06,1.4237e-06,9.389e-07,4.227e-07,3.574e-07,4.597e-07,0.0946,0.0682,0.7379
2.574e-07,5.491e-07,9.27e-07,3.522e-07,4.881e-07,8.908e-07,0.7069,0.0339,0.2248
1.0182e-06,5.731e-07,5.476e-07,1.079e-07,5.995e-07,4.13e-07,0.1319,0.0876,0.1283
1.2443e-06,1.5254e-06,9.814e-07,4.752e-07,5.048e-07,4.613e-07,0.1388,0.0482,0.6498
5.34e-07,5.36e-07,9.492e-07,2.915e-07,5.469e-07,4.603e-07,0.8056,0.1195,0.0083
5.42e-07,7.363e-07,9.476e-07,2.93e-07,6.731e-07,4.603e-07,0.9151,0.0481,0.0097
5.322e-07,5.406e-07,9.303e-07,4.014e-07,6.475e-07,1.1128e-06,0.5656,0.0531,0.2002
1.0871e-06,1.4237e-06,8.665e-07,7.011e-07,5.295e-07,4.597e-07,0.2361,0.343,0.348
8.24e-07,1.3578e-06,9.362e-07,2.138e-07,5.135e-07,2.948e-07,0.0789,0.7176,0.1643
1.0951e-06,1.4025e-06,9.362e-07,4.324e-07,6.669e-07,2.813e-07,0.1147,0.577,0.2412
1.0556e-06,7.141e-07,9.362e-07,1.1e-07,5.978e-07,4.58e-07,0.2328,0.0314,0.0982
1.1924e-06,1.3512e-06,9.104e-07,3.031e-07,2.973e-07,4.595e-07,0.0496,0.2245,0.6415
5.49e-07,7.241e-07,8.075e-07,3.534e-07,4.409e-07,4.319e-07,0.8785,0.1049,0.016
3.347e-07,1.3591e-06,4.935e-07,7.98e-07,3.903e-07,5.72e-07,0.3314,0.0664,0.0662
1.194e-06,1.6901e-06,9.728e-07,3.979e-07,1.027e-07,4.186e-07,0.0575,0.0215,0.254
1.1925e-06,1.4104e-06,8.64e-07,5.562e-07,2.975e-07,5.044e-07,0.1218,0.1349,0.5664
